primID   auxID  Station name            Lat.(N)    Long.(E)     Xgrid    Ygrid      Elev  NXpos  NYpos   Last moved Date
123456  123456  1234567890123456789  1234567890  1234567890  12345678  12345678  1234567  12345  12345  1234567890123456
------  ------  -------------------  ----------  ----------  --------  --------  -------  -----  -----  ----------------
000450  000450  ---------              37.65550   126.83336     57.30    128.61     50.0   57.0  129.0  2003.08.13.19:00
000451  000451  ---------              37.61069   127.15297     62.80    127.71     34.0   63.0  128.0  2010.08.16.00:00
000452  000452  ---------              37.93130   127.22853     63.99    134.67    109.0   64.0  135.0  2003.08.14.16:00
000453  000453  ---------              37.44000   126.89833     58.47    123.95     37.0   58.0  124.0  2003.08.12.19:00
000454  000454  ---------              37.97125   127.06961     61.27    135.50     91.0   61.0  135.0  2003.08.13.18:00
000455  000455  ---------              37.82822   127.51200     68.88    132.52     92.0   69.0  133.0  2003.08.13.20:00
000456  000456  ---------              38.09361   127.07780     61.37    138.15     82.0   61.0  138.0  2003.08.13.17:00
000457  000457  Chungung               37.52202   127.19418     63.54    125.79     52.0   64.0  126.0  2004.04.01.14:23
000458  000458  Toechon                37.47469   127.30578     65.47    124.80     48.0   65.0  125.0  2004.04.08.08:33
000459  000459  Opo                    37.34547   127.19675     63.64    121.97     89.0   64.0  122.0  2004.04.02.12:43
000460  000460  Silchon                37.36640   127.40394     67.20    122.48    182.0   67.0  122.0  2004.04.02.17:05
000461  000461  Majang                 37.24611   127.36011     66.49    119.85     88.0   66.0  120.0  2004.03.30.17:15
000462  000462  Moga                   37.16914   127.48231     68.63    118.22     84.0   69.0  118.0  2004.03.30.15:54
000463  000463  Heungcheon             37.33270   127.54124     69.59    121.79     57.0   70.0  122.0  2004.03.29.17:44
000464  000464  Jeomdeung              37.20613   127.66257     71.74    119.09     86.0   72.0  119.0  2004.03.29.16:58
000465  000465  Ganam                  37.20172   127.54510     69.71    118.95     85.0   70.0  119.0  2004.03.30.15:17
000466  000466  Geumsa                 37.39279   127.53333     69.42    123.09     60.0   69.0  123.0  2004.03.29.17:00
000467  000467  Yangseong              37.05979   127.19448     63.69    115.77     55.0   64.0  116.0  2004.03.29.18:22
000468  000468  Seoun                  36.94307   127.25922     64.85    113.25     63.0   65.0  113.0  2004.04.01.13:21
000469  000469  IIjuk                  37.09060   127.47701     68.57    116.52     95.0   69.0  117.0  2004.04.01.12:32
000470  000470  Gosam                  37.08271   127.26339     64.88    116.28     68.0   65.0  116.0  2004.03.29.17:54
000471  000471  Songtan                37.06644   127.06490     61.45    115.88     74.0   61.0  116.0  2004.04.06.14:42
000472  000472  Poseung                36.98448   126.85349     57.80    114.06     25.0   58.0  114.0  2004.04.07.11:18
000473  000473  Gasan-myeon            37.84861   127.18613     63.29    132.87    130.0   63.0  133.0  2004.04.02.15:43
000474  000474  Yeongbuk               38.08661   127.27225     64.69    138.05    148.0   65.0  138.0  2004.04.02.13:07
000475  000475  Gwanin                 38.15775   127.25120     64.30    139.58    197.0   64.0  140.0  2004.04.02.12:08
000476  000476  Hwahyeon               37.90134   127.29043     65.06    134.04    151.8   65.0  134.0  2004.04.02.17:22
000477  000477  Sangpae                37.90553   127.04395     60.85    134.07     80.0   61.0  134.0  2004.04.03.13:54
000478  000478  Wangjing               38.05586   127.01489     60.31    137.32     36.0   60.0  137.0  2004.03.31.13:45
000479  000479  Jangnam                37.97906   126.88631     58.13    135.63     29.0   58.0  136.0  2004.04.01.12:07
000480  000480  Misan                  38.04469   126.99494     59.97    137.07     35.0   60.0  137.0  2004.03.31.15:51
000481  000481  Tanhyeon               37.80241   126.71609     55.26    131.77     37.0   55.0  132.0  2004.03.31.18:17
000482  000482  Gwangtan               37.77627   126.85124     57.58    131.23     53.0   58.0  131.0  2004.03.31.18:17
000483  000483  Jindong                37.92597   126.78706     56.45    134.46     35.0   56.0  134.0  2004.03.31.15:57
000484  000484  Changhyeon             37.64657   127.31647     65.60    128.53    128.0   66.0  129.0  2004.04.07.16:05
000485  000485  Sincheon               37.67619   127.49469     68.64    129.22     83.0   69.0  129.0  2004.04.02.15:26
000486  000486  Oeseo                  37.73475   127.41440     67.24    130.47     61.0   67.0  130.0  2004.04.02.14:10
000487  000487  ---------              37.64634   126.58387     53.02    128.37     42.0   53.0  128.0  2004.12.23.16:06
000488  000488  ---------              37.21497   126.74117     55.81    119.04     43.0   56.0  119.0  2004.12.24.16:55
000489  000489  ---------              37.16375   126.71091     55.30    117.92     25.0   55.0  118.0  2005.01.05.13:04
000490  000490  ---------              38.02444   127.11000     61.94    136.66     72.0   62.0  137.0  2010.08.05.00:00
000491  000491  ---------              38.08222   127.02084     60.40    137.89     39.0   60.0  138.0  2010.08.05.00:00
000492  000492  ---------              37.42170   126.85750     57.77    123.54     36.4   58.0  124.0  2010.10.05.00:00
000495  000495  ---------              36.96127   127.18868     63.62    113.63     25.0   64.0  114.0  2010.05.13.00:00
000496  000496  ---------              36.45850   127.26880     65.19    102.72     30.3   65.0  103.0  2012.09.01.00:01
000497  000497  ---------              37.57516   128.85146     91.99    127.67    658.2   92.0  128.0  2002.12.20.17:00
000498  000498  ---------              37.87925   128.51447     86.00    134.06   1015.1   86.0  134.0  2002.12.21.10:00
000499  000499  ---------              38.13586   127.01910     60.36    139.05     54.7   60.0  139.0  2015.07.13.00:00
000500  000500  ---------              37.63170   126.42010     50.21    128.04     29.0   50.0  128.0  2010.12.03.15:31
000501  000501  ---------              37.66439   125.70228     37.89    128.74     13.0   38.0  129.0  1991.03.08.00:00
000502  000502  ---------              37.78436   126.28289     47.85    131.34     41.9   48.0  131.0  1991.03.22.00:00
000503  000503  ---------              37.91200   126.71160     55.16    134.15     17.3   55.0  134.0  2015.07.13.00:00
000504  000504  ---------              37.87040   127.18080     63.20    133.34    103.0   63.0  133.0  2015.07.13.00:00
000505  000505  ---------              37.82435   127.34543     66.03    132.39    168.5   66.0  132.0  2007.08.22.19:00
000506  000506  ---------              37.76570   126.78410     56.43    130.99     56.0   56.0  131.0  2015.07.13.00:00
000507  000507  ---------              38.02500   127.14330     62.51    136.68     80.0   63.0  137.0  2015.07.13.00:00
000508  000508  ---------              37.46700   126.36100     49.21    124.46    124.0   49.0  124.0  2011.08.31.14:16
000509  000509  ---------              37.45284   126.95014     59.36    124.24    145.1   59.0  124.0  2010.08.16.00:00
000510  000510  ---------              37.52706   126.90705     58.60    125.84     24.4   59.0  126.0  2010.08.16.00:00
000511  000511  ---------              37.55497   126.69047     54.87    126.41     45.2   55.0  126.0  2010.09.01.00:00
000512  000512  ---------              37.39684   126.66207     54.41    122.97      9.1   54.0  123.0  2000.03.29.20:00
000513  000513  ---------              37.21670   126.15000     45.59    119.02    203.0   46.0  119.0  1997.07.25.11:00
000514  000514  ---------              37.24551   126.58063     53.03    119.68     32.8   53.0  120.0  1992.11.15.00:00
000515  000515  ---------              37.08450   126.77370     56.40    116.21      8.0   56.0  116.0  2012.11.30.19:13
000516  000516  ---------              37.00380   127.25000     64.67    114.56     26.0   65.0  115.0  2013.12.12.17:36
000517  000517  ---------              38.38537   128.47449     84.97    144.99      5.3   85.0  145.0  2015.07.13.00:00
000518  000518  ---------              38.28470   128.13969     79.35    142.65    448.0   79.0  143.0  1990.05.23.00:00
000519  000519  ---------              38.07530   127.52970     69.08    137.88    302.0   69.0  138.0  2015.07.13.00:00
000520  000520  ---------              38.16710   128.51770     85.86    140.29    135.0   86.0  140.0  2015.07.13.00:00
000521  000521  ---------              38.14377   128.60262     87.32    139.83     13.4   87.0  140.0  2015.07.13.00:00
000522  000522  ---------              37.78710   127.98380     76.97    131.81    187.0   77.0  132.0  2012.11.13.16:23
000523  000523  ---------              37.89830   128.82111     91.22    134.65     10.0   91.0  135.0  2010.12.10.17:37
000524  000524  ---------              37.78706   128.92307     93.05    132.30      3.3   93.0  132.0  2010.11.12.00:01
000525  000525  ---------              37.61200   128.37700     83.82    128.20    547.9   84.0  128.0  2015.07.13.00:00
000526  000526  ---------              37.37787   128.39461     84.27    123.13    303.2   84.0  123.0  2015.07.13.00:00
000527  000527  ---------              37.21150   128.64230     88.66    119.66    392.0   89.0  120.0  2015.07.13.00:00
000528  000528  ---------              37.97880   124.72070     21.16    135.72     45.0   21.0  136.0  2015.12.23.00:01
000529  000529  ---------              37.14130   129.28580     99.84    118.55     36.0  100.0  119.0  2015.07.13.00:00
000530  000530  ---------              37.51500   130.81180    125.72    127.97    178.0  126.0  128.0  2014.12.15.17:31
000531  000531  ---------              37.88558   127.55022     69.51    133.78    106.6   70.0  134.0  1991.11.15.00:00
000532  000532  ---------              37.73500   127.07500     61.43    130.38     72.0   61.0  130.0  2015.07.13.00:00
000533  000533  ---------              37.32360   127.43610     67.78    121.56    103.0   68.0  122.0  2015.07.13.00:00
000534  000534  ---------              37.12100   127.61060     70.87    117.22     87.3   71.0  117.0  2015.07.13.00:00
000535  000535  ---------              37.71701   128.18265     80.42    130.38    312.9   80.0  130.0  2015.07.13.00:00
000536  000536  ---------              37.48761   127.97241     76.94    125.31    110.5   77.0  125.0  2015.07.13.00:00
000537  000537  ---------              37.48320   128.84590     91.97    125.67    488.0   92.0  126.0  2015.07.13.00:00
000538  000538  ---------              38.17254   127.10301     61.78    139.87     82.2   62.0  140.0  2015.07.13.00:00
000539  000539  ---------              38.02200   127.36790     66.34    136.68    143.8   66.0  137.0  2015.07.13.00:00
000540  000540  ---------              37.63430   126.89170     58.31    128.16    100.0   58.0  128.0  2015.07.13.00:00
000541  000541  ---------              37.65280   127.14930     62.73    128.62     28.0   63.0  129.0  2015.07.13.00:00
000542  000542  ---------              37.68412   127.38016     66.68    129.36     41.4   67.0  129.0  1992.11.01.00:00
000543  000543  ---------              37.49901   126.54958     52.46    125.17     23.9   52.0  125.0  1999.10.07.17:00
000544  000544  ---------              37.20060   126.65340     54.29    118.71      8.0   54.0  119.0  2011.11.11.12:01
000545  000545  ---------              37.28036   126.83873     57.48    120.47      5.6   57.0  120.0  1992.11.14.00:00
000546  000546  ---------              37.43250   127.26140     64.72    123.87    119.0   65.0  124.0  2015.07.13.00:00
000547  000547  ---------              37.41593   127.75488     73.23    123.67    110.0   73.0  124.0  2015.07.13.00:00
000548  000548  ---------              37.26883   127.63955     71.31    120.44    115.9   71.0  120.0  2015.07.13.00:00
000549  000549  ---------              37.27160   127.22490     64.15    120.37     84.4   64.0  120.0  2010.12.04.10:51
000550  000550  ---------              37.18800   127.04870     61.13    118.51     40.2   61.0  119.0  2010.12.02.19:41
000551  000551  ---------              36.99223   127.11237     62.29    114.28     36.5   62.0  114.0  2010.11.01.14:34
000552  000552  ---------              38.27230   127.42460     67.21    142.11    246.0   67.0  142.0  2015.07.13.00:00
000553  000553  ---------              38.50375   128.42865     84.12    147.53     30.3   84.0  148.0  2015.07.13.00:00
000554  000554  ---------              38.21439   128.43712     84.45    141.27    770.5   84.0  141.0  2015.07.13.00:00
000555  000555  ---------              38.09640   127.70260     72.02    138.40    113.0   72.0  138.0  2015.07.13.00:00
000556  000556  ---------              38.09798   127.98526     76.83    138.54    188.9   77.0  139.0  2009.09.02.20:54
000557  000557  ---------              37.95260   128.31860     82.60    135.55    336.5   83.0  136.0  2011.11.01.15:09
000558  000558  ---------              37.68855   127.66404     71.54    129.55     92.6   72.0  130.0  1992.11.05.00:00
000559  000559  ---------              37.77800   128.39729     84.06    131.80    574.5   84.0  132.0  2015.07.13.00:00
000560  000560  ---------              37.64790   128.56450     87.01    129.07    540.7   87.0  129.0  2015.07.13.00:00
000561  000561  ---------              37.58220   128.15276     79.99    127.44    222.0   80.0  127.0  2015.07.13.00:00
000562  000562  ---------              37.27540   128.26950     82.18    120.85    283.0   82.0  121.0  2015.07.13.00:00
000563  000563  ---------              37.46340   128.68291     89.18    125.14    358.0   89.0  125.0  2015.12.24.00:01
000565  000565  ---------              37.39160   126.77840     56.41    122.88      7.0   56.0  123.0  2013.12.11.19:53
000566  000566  ---------              37.85140   128.81821     91.21    133.63     10.0   91.0  134.0  2010.12.13.17:00
000567  000567  ---------              37.95332   126.93180     58.92    135.08     70.3   59.0  135.0  2015.07.13.00:00
000568  000568  ---------              37.96131   127.31716     65.50    135.35    171.7   65.0  135.0  2015.07.13.00:00
000569  000569  ---------              37.58230   127.15690     62.88    127.09     24.0   63.0  127.0  2015.07.13.00:00
000570  000570  ---------              37.62320   126.64240     54.03    127.88     35.0   54.0  128.0  2010.12.14.19:30
000571  000571  ---------              37.19560   126.82012     57.18    118.63     54.6   57.0  119.0  1997.05.19.17:00
000572  000572  ---------              37.42094   127.12472     62.37    123.58     28.7   62.0  124.0  2010.11.01.15:46
000573  000573  ---------              37.55650   127.71390     72.46    126.70    120.0   72.0  127.0  2015.07.13.00:00
000574  000574  ---------              37.36940   127.59010     70.41    122.60     40.0   70.0  123.0  2015.07.13.00:00
000575  000575  ---------              37.10600   127.18800     63.57    116.77     48.0   64.0  117.0  2014.12.23.17:34
000576  000576  ---------              37.16338   127.37547     66.79    118.06    112.0   67.0  118.0  2015.07.13.00:00
000577  000577  ---------              37.53411   126.33654     48.79    125.92     10.4   49.0  126.0  1993.09.04.00:00
000578  000578  ---------              36.30110   126.26640     47.67     99.13     10.0   48.0   99.0  2015.07.13.00:00
000579  000579  ---------              37.36660   128.91290     93.21    123.18    615.0   93.0  123.0  2015.07.13.00:00
000580  000580  ---------              37.61350   129.02879     95.00    128.61     48.0   95.0  129.0  2015.07.13.00:00
000581  000581  ---------              37.11640   128.77420     91.01    117.67    420.0   91.0  118.0  2015.07.13.00:00
000582  000582  ---------              37.23140   128.07990     78.93    119.80    330.3   79.0  120.0  2015.07.13.00:00
000583  000583  ---------              37.46460   128.15511     80.09    124.89    530.0   80.0  125.0  2015.07.13.00:00
000585  000585  ---------              37.96599   128.08344     78.58    135.73    236.4   79.0  136.0  1993.10.19.00:00
000586  000586  ---------              38.03220   127.87680     75.02    137.07    228.0   75.0  137.0  2015.08.05.15:38
000587  000587  ---------              38.22620   127.95050     76.17    141.30    280.0   76.0  141.0  2012.10.08.12:01
000588  000588  ---------              37.79182   127.64622     71.19    131.78     93.6   71.0  132.0  1993.10.20.00:00
000589  000589  ---------              37.70240   126.79030     56.55    129.62     58.0   57.0  130.0  2015.07.13.00:00
000590  000590  ---------              37.44040   127.00240     60.26    123.98     44.3   60.0  124.0  2010.12.14.16:50
000591  000591  ---------              37.41553   128.05048     78.32    123.78    268.5   78.0  124.0  2015.07.13.00:00
000592  000592  ---------              37.23160   127.74870     73.21    119.67     52.0   73.0  120.0  2015.07.13.00:00
000593  000593  ---------              38.00740   128.54070     86.36    136.85    146.1   86.0  137.0  2011.11.02.09:09
000594  000594  ---------              38.25330   128.21001     80.57    142.00    316.0   81.0  142.0  2013.12.12.12:01
000595  000595  ---------              38.26644   128.37401     83.35    142.37    596.2   83.0  142.0  2015.07.13.00:00
000596  000596  ---------              38.07710   128.49330     85.50    138.33    237.0   86.0  138.0  2012.11.15.14:27
000597  000597  ---------              37.54550   128.44110     84.96    126.79    562.8   85.0  127.0  2015.07.13.00:00
000598  000598  ---------              37.83118   126.99048     59.95    132.45     85.2   60.0  132.0  2015.07.13.00:00
000599  000599  ---------              37.76173   127.16977     63.04    130.98    101.5   63.0  131.0  2015.07.13.00:00
000600  000600  ---------              36.97370   127.58970     70.58    114.02    132.0   71.0  114.0  2015.07.13.00:00
000601  000601  ---------              36.98553   128.36690     84.05    114.61    184.2   84.0  115.0  2015.07.13.00:00
000602  000602  ---------              36.85390   127.42970     67.85    111.36     90.4   68.0  111.0  2011.09.30.14:01
000603  000603  ---------              36.80000   127.80000     74.31    110.32    127.0   74.0  110.0  2001.06.19.12:00
000604  000604  ---------              36.29995   127.59654     70.99     99.38    117.8   71.0   99.0  2015.07.13.00:00
000605  000605  ---------              36.16314   127.75981     73.91     96.46    137.1   74.0   96.0  2015.07.13.00:00
000606  000606  ---------              37.01100   126.38800     49.73    114.57     16.0   50.0  115.0  2015.12.23.00:01
000607  000607  ---------              36.66670   126.15000     45.61    107.08      8.0   46.0  107.0  1997.11.07.16:00
000608  000608  ---------              36.62760   126.64530     54.25    106.27     83.0   54.0  106.0  2012.11.23.17:26
000609  000609  ---------              36.34345   126.35183     49.16    100.06     22.6   49.0  100.0  2015.07.13.00:00
000610  000610  ---------              36.59263   126.64439     54.25    105.51     49.3   54.0  106.0  2009.08.19.01:00
000611  000611  ---------              36.56650   127.27970     65.34    105.07     28.1   65.0  105.0  2012.09.01.00:01
000612  000612  ---------              36.48810   127.13790     62.89    103.33     28.8   63.0  103.0  2013.12.19.13:59
000614  000614  ---------              36.06220   126.70430     55.39     93.98      8.0   55.0   94.0  2015.07.13.00:00
000615  000615  ---------              36.21160   127.10830     62.46     97.31     11.5   62.0   97.0  2013.12.24.11:40
000616  000616  ---------              36.88900   126.61800     53.73    111.94     50.0   54.0  112.0  2010.11.08.13:47
000617  000617  ---------              36.87817   127.15609     63.08    111.81     41.4   63.0  112.0  2015.07.13.00:00
000618  000618  ---------              36.42371   126.77905     56.63    101.86     98.1   57.0  102.0  2015.07.13.00:00
000619  000619  ---------              36.94441   127.68454     72.23    113.41    161.0   72.0  113.0  2015.07.13.00:00
000620  000620  ---------              37.07370   127.90350     75.97    116.31     63.5   76.0  116.0  2015.07.13.00:00
000621  000621  ---------              36.97320   128.21420     81.41    114.26    147.3   81.0  114.0  2015.07.13.00:00
000622  000622  ---------              36.83909   128.00793     77.90    111.26    232.1   78.0  111.0  2015.07.13.00:00
000623  000623  ---------              36.79560   127.56199     70.17    110.14     74.7   70.0  110.0  2010.07.30.00:00
000624  000624  ---------              36.62940   127.65880     71.93    106.56    244.0   72.0  107.0  2014.07.01.00:00
000625  000625  ---------              36.51723   127.81669     74.74    104.18    324.9   75.0  104.0  1992.11.15.00:00
000626  000626  ---------              36.37085   127.81559     74.79    101.00    120.2   75.0  101.0  2015.07.13.00:00
000627  000627  ---------              36.75853   126.29643     48.16    109.08     40.9   48.0  109.0  2007.07.21.00:00
000628  000628  ---------              36.74220   126.81440     57.18    108.79     38.7   57.0  109.0  2015.07.13.00:00
000629  000629  ---------              36.69080   127.20050     63.92    107.75     84.5   64.0  108.0  2012.12.15.14:46
000630  000630  ---------              37.04198   127.78696     73.96    115.57    116.6   74.0  116.0  2015.12.24.00:01
000631  000631  ---------              37.34782   126.61752     53.65    121.90     10.2   54.0  122.0  2007.10.16.12:00
000632  000632  ---------              36.55283   126.95032     59.59    104.70     71.5   60.0  105.0  2015.07.13.00:00
000633  000633  ---------              36.55110   127.09390     62.10    104.69     72.5   62.0  105.0  2015.07.13.00:00
000634  000634  ---------              36.84580   126.86540     58.04    111.05     27.5   58.0  111.0  2015.07.13.00:00
000635  000635  ---------              36.13190   126.86030     58.12     95.52     10.0   58.0   96.0  2015.12.23.00:01
000636  000636  ---------              36.31318   127.24065     64.74     99.56    132.0   65.0  100.0  2009.11.26.16:27
000637  000637  ---------              36.89400   126.80540     56.99    112.08     22.0   57.0  112.0  2013.07.10.16:53
000638  000638  ---------              37.08470   128.48470     86.02    116.82    175.0   86.0  117.0  2015.07.13.00:00
000639  000639  ---------              36.90410   128.14571     80.26    112.73    282.0   80.0  113.0  2015.07.13.00:00
000640  000640  ---------              36.67110   127.86170     75.45    107.55    225.1   75.0  108.0  2011.11.21.16:13
000641  000641  ---------              36.47000   127.48000     68.88    103.04    113.0   69.0  103.0  1994.04.23.00:00
000642  000642  ---------              36.31050   127.40608     67.64     99.55     77.3   68.0  100.0  2015.12.23.00:01
000643  000643  ---------              36.34019   127.49378     69.17    100.22     91.8   69.0  100.0  2010.06.07.18:48
000644  000644  ---------              36.13660   127.09010     62.16     95.68     24.1   62.0   96.0  2012.09.12.17:02
000645  000645  ---------              36.57900   126.51090     51.92    105.20     20.5   52.0  105.0  2013.12.13.16:50
000646  000646  ---------              36.17410   126.52930     52.30     96.39     13.1   52.0   96.0  2015.07.13.00:00
000647  000647  ---------              36.12504   127.69239     72.75     95.61    120.4   73.0   96.0  2015.07.13.00:00
000648  000648  ---------              36.42095   127.44404     68.27    101.96     83.9   68.0  102.0  2008.08.26.18:50
000649  000649  ---------              37.47220   126.75070     55.92    124.62     31.0   56.0  125.0  2010.12.01.16:06
000650  000650  ---------              38.27260   127.27720     64.71    142.08    230.0   65.0  142.0  2015.07.13.00:00
000651  000651  ---------              38.27720   127.20580     63.49    142.16    221.0   63.0  142.0  2015.07.13.00:00
000652  000652  ---------              38.02648   127.07807     61.39    136.70     51.9   61.0  137.0  2015.07.13.00:00
000654  000654  ---------              37.25457   126.30717     48.31    119.85     18.8   48.0  120.0  2004.11.10.00:00
000655  000655  ---------              37.76025   124.72912     21.22    130.98     76.1   21.0  131.0  2004.11.16.19:00
000656  000656  ---------              37.67091   126.19223     46.30    128.87     13.3   46.0  129.0  2004.11.10.00:00
000657  000657  ---------              36.32388   126.50379     51.83     99.65     42.3   52.0  100.0  2015.07.13.00:00
000658  000658  ---------              36.76830   126.12143     45.11    109.28     69.6   45.0  109.0  2015.07.13.00:00
000659  000659  ---------              36.34299   127.20574     64.12    100.20    831.7   64.0  100.0  2004.11.16.16:00
000660  000660  ---------              37.56200   128.37759     83.86    127.11    531.7   84.0  127.0  2015.07.13.00:00
000661  000661  ---------              38.54410   128.40269     83.65    148.39      5.0   84.0  148.0  2015.12.22.09:00
000662  000662  ---------              37.17066   126.29695     48.14    118.03     13.3   48.0  118.0  2007.10.09.16:00
000663  000663  ---------              36.92863   125.78690     39.30    112.77     60.5   39.0  113.0  2001.02.21.13:00
000664  000664  ---------              37.25563   126.48400     51.36    119.89     26.0   51.0  120.0  2007.09.13.18:00
000665  000665  ---------              37.39044   126.42520     50.33    122.81     22.9   50.0  123.0  2007.09.11.18:00
000666  000666  ---------              36.95872   126.16835     45.92    113.42     26.5   46.0  113.0  2007.09.04.18:00
000667  000667  ---------              36.64759   126.00929     43.16    106.66     58.9   43.0  107.0  2001.01.05.16:00
000669  000669  ---------              36.22893   126.08165     44.43     97.56     20.5   44.0   98.0  2015.07.13.00:00
000670  000670  ---------              38.08724   128.62965     87.82    138.63      4.3   88.0  139.0  2006.12.15.19:00
000671  000671  ---------              38.19090   128.59360     87.13    140.85      3.0   87.0  141.0  2015.07.13.00:00
000672  000672  ---------              35.44236   126.48834     51.67     80.45     10.8   52.0   80.0  2015.07.13.00:00
000673  000673  ---------              35.28222   128.71748     91.38     77.75     20.6   91.0   78.0  2009.11.05.17:25
000674  000674  ---------              37.21970   128.82140     91.75    119.94    821.0   92.0  120.0  2015.07.13.00:00
000675  000675  ---------              37.78980   127.52769     69.16    131.70     55.0   69.0  132.0  2011.06.07.00:00
000680  000680  ---------              38.21274   127.84410     74.37    140.97    224.4   74.0  141.0  2005.11.15.17:24
000681  000681  ---------              38.24378   127.81167     73.80    141.63    210.8   74.0  142.0  2015.07.13.00:00
000682  000682  ---------              38.28060   127.86470     74.69    142.45   1062.0   75.0  142.0  2002.06.14.14:00
000683  000683  ---------              36.72320   127.44010     68.08    108.53     66.0   68.0  109.0  2013.10.01.00:01
000684  000684  ---------              37.95460   127.77620     73.34    135.35    142.0   73.0  135.0  2013.10.01.00:01
000685  000685  ---------              33.26130   126.48930     51.98     32.73    143.0   52.0   33.0  2015.07.13.00:00
000686  000686  ---------              35.24390   128.15469     81.39     76.61     22.0   81.0   77.0  2015.07.13.00:00
000688  000688  ---------              35.26900   126.93900     59.72     76.74     31.3   60.0   77.0  2014.12.10.17:01
000690  000690  ---------              35.34000   127.14000     63.28     78.34    100.0   63.0   78.0  2015.07.13.00:00
000691  000691  ---------              36.38240   126.95860     59.78    100.99     21.9   60.0  101.0  2015.07.13.00:00
000692  000692  ---------              38.02600   126.91800     58.66    136.65     38.0   59.0  137.0  2015.07.13.00:00
000693  000693  ---------              36.72320   127.44010     68.08    108.53     66.0   68.0  109.0  2011.09.23.17:14
000694  000694  ---------              36.70435   126.60936     53.62    107.93    674.9   54.0  108.0  2002.12.16.12:00
000695  000695  ---------              38.11619   127.43198     67.40    138.73   1050.1   67.0  139.0  2015.07.13.00:00
000696  000696  ---------              37.34660   129.08611     96.21    122.86     81.8   96.0  123.0  2015.07.13.00:00
000697  000697  ---------              34.25110   125.91830     41.52     54.40      4.0   42.0   54.0  2015.07.13.00:00
000698  000698  ---------              35.09384   126.28510     48.09     72.83     25.1   48.0   73.0  2001.09.15.14:00
000699  000699  ---------              34.98380   126.46120     51.25     70.44     36.0   51.0   70.0  2011.12.19.18:47
000700  000700  ---------              36.12509   125.96818     42.44     95.30     52.3   42.0   95.0  2015.07.13.00:00
000701  000701  ---------              36.00398   127.67191     72.44     92.97    205.8   72.0   93.0  2015.07.13.00:00
000702  000702  ---------              35.94505   126.99440     60.53     91.49     14.5   61.0   91.0  2009.12.02.20:23
000703  000703  ---------              35.76190   127.43750     68.41     87.62    351.4   68.0   88.0  2011.12.26.16:37
000704  000704  ---------              35.62090   126.47750     51.46     84.34      4.6   51.0   84.0  2015.07.13.00:00
000706  000706  ---------              35.31020   126.97270     60.31     77.65     35.3   60.0   78.0  2011.10.18.16:36
000707  000707  ---------              35.05800   126.20840     46.72     72.04     35.1   47.0   72.0  2011.12.22.13:54
000708  000708  ---------              35.12886   126.74525     56.30     73.65     30.4   56.0   74.0  2010.05.28.20:40
000709  000709  ---------              35.19740   127.46180     69.06     75.32     30.0   69.0   75.0  2015.07.13.00:00
000710  000710  ---------              35.02500   126.74400     56.30     71.38      5.8   56.0   71.0  2012.11.20.17:57
000711  000711  ---------              34.92970   126.98860     60.70     69.35     52.2   61.0   69.0  2013.12.16.12:02
000712  000712  ---------              34.94420   127.51010     70.03     69.81      9.5   70.0   70.0  2015.07.13.00:00
000713  000713  ---------              34.97510   127.58260     71.31     70.51     10.9   71.0   71.0  2015.07.13.00:00
000714  000714  ---------              34.87910   126.02870     43.51     68.13      4.3   44.0   68.0  2013.10.02.14:29
000716  000716  ---------              34.63070   126.03200     43.58     62.70      5.1   44.0   63.0  2012.11.28.15:48
000717  000717  ---------              34.42740   126.30960     48.59     58.27     12.0   49.0   58.0  2015.07.13.00:00
000718  000718  ---------              34.33280   126.03610     43.65     56.19      7.0   44.0   56.0  2015.07.13.00:00
000719  000719  ---------              35.81181   126.39771     50.03     88.49     11.4   50.0   88.0  2015.07.13.00:00
000720  000720  ---------              34.15490   126.54990     52.96     52.33     27.1   53.0   52.0  2015.07.13.00:00
000721  000721  ---------              34.33910   127.02820     61.57     56.45      1.4   62.0   56.0  2015.07.13.00:00
000722  000722  ---------              35.13684   126.92875     59.58     73.86    107.9   60.0   74.0  1999.06.30.16:00
000723  000723  ---------              34.02792   127.30898     66.76     49.71      9.2   67.0   50.0  2007.10.16.18:00
000724  000724  ---------              33.96230   126.29776     48.41     48.09      7.5   48.0   48.0  2009.06.29.09:18
000725  000725  ---------              33.50654   126.95335     60.44     38.19     38.5   60.0   38.0  2015.07.13.00:00
000726  000726  ---------              33.11705   126.26731     47.92     29.55     25.5   48.0   30.0  2015.07.13.00:00
000727  000727  ---------              33.40986   126.39293     50.20     35.98    422.9   50.0   36.0  2010.11.16.17:34
000730  000730  ---------              35.27940   126.76100     56.55     76.93     38.2   57.0   77.0  2010.12.09.17:45
000731  000731  ---------              34.79984   126.70129     55.58     66.46     26.4   56.0   66.0  2003.03.20.19:00
000732  000732  ---------              34.76200   127.09220     62.60     65.71    146.3   63.0   66.0  2011.08.19.18:26
000733  000733  ---------              36.04590   126.89190     58.70     93.66     49.0   59.0   94.0  2012.10.10.17:09
000734  000734  ---------              35.90640   127.16540     63.55     90.68     43.0   64.0   91.0  2012.10.09.16:42
000735  000735  ---------              35.90084   127.77553     74.32     90.76    599.3   74.0   91.0  2015.07.13.00:00
000736  000736  ---------              35.84680   126.78400     56.84     89.30      6.0   57.0   89.0  2015.07.13.00:00
