primID   auxID  Station name            Lat.(N)    Long.(E)     Xgrid    Ygrid      Elev  NXpos  NYpos   Last moved Date
123456  123456  1234567890123456789  1234567890  1234567890  12345678  12345678  1234567  12345  12345  1234567890123456
------  ------  -------------------  ----------  ----------  --------  --------  -------  -----  -----  ----------------
000737  000737  ---------              35.80920   126.87780     58.51     88.50     51.0   59.0   89.0  2015.07.13.00:00
000738  000738  ---------              35.60940   126.71080     55.59     84.12      9.7   56.0   84.0  2015.07.13.00:00
000739  000739  ---------              35.52250   126.54670     52.70     82.20      9.0   53.0   82.0  2015.07.13.00:00
000741  000741  ---------              35.05680   126.98430     60.59     72.12     93.9   61.0   72.0  2013.12.28.16:33
000742  000742  ---------              34.93890   126.33060     48.92     69.45     10.9   49.0   69.0  2014.12.10.18:45
000743  000743  ---------              34.77410   125.94640     42.04     65.84     10.0   42.0   66.0  2011.11.09.16:43
000744  000744  ---------              34.67250   126.43640     50.84     63.64      1.0   51.0   64.0  2015.07.13.00:00
000745  000745  ---------              34.69980   126.70480     55.66     64.27     80.0   56.0   64.0  2015.07.13.00:00
000746  000746  ---------              34.38200   126.51590     52.31     57.30      9.0   52.0   57.0  2015.07.13.00:00
000747  000747  ---------              34.18340   126.85850     58.54     53.00     26.0   59.0   53.0  2015.07.13.00:00
000748  000748  ---------              34.83700   127.36300     67.44     67.42      1.6   67.0   67.0  2011.11.17.17:20
000749  000749  ---------              34.53480   127.12720     63.30     60.75     24.8   63.0   61.0  2011.12.14.16:31
000750  000750  ---------              34.63080   127.62556     72.23     63.00     34.9   72.0   63.0  1992.12.07.00:00
000751  000751  ---------              33.48222   126.70889     55.97     37.61    252.0   56.0   38.0  2014.09.25.19:31
000752  000752  ---------              33.30460   126.31110     48.71     33.67    187.0   49.0   34.0  2015.07.13.00:00
000753  000753  ---------              33.39310   126.49600     52.09     35.63    965.2   52.0   36.0  2012.11.06.17:30
000754  000754  ---------              35.06020   126.52640     52.41     72.12     11.0   52.0   72.0  2015.07.13.00:00
000755  000755  ---------              35.15940   127.08530     62.36     74.38    190.4   62.0   74.0  2010.12.01.20:25
000756  000756  ---------              35.60150   126.28190     48.00     83.90     17.0   48.0   84.0  2015.07.13.00:00
000757  000757  ---------              35.97440   127.43600     68.30     92.24    259.0   68.0   92.0  2015.12.23.00:01
000758  000758  ---------              35.83521   127.57117     70.74     89.26    320.2   71.0   89.0  2010.07.26.15:30
000759  000759  ---------              35.37162   127.57825     71.06     79.16    480.6   71.0   79.0  2015.07.13.00:00
000760  000760  ---------              35.42740   126.93270     59.57     80.19    286.2   60.0   80.0  2015.07.13.00:00
000761  000761  ---------              35.65080   126.93460     59.55     85.06     13.5   60.0   85.0  2015.07.13.00:00
000762  000762  ---------              35.51980   127.12610     62.98     82.25    169.0   63.0   82.0  2015.12.24.00:01
000763  000763  ---------              36.05923   127.06196     61.69     93.99     35.9   62.0   94.0  2009.12.08.16:52
000764  000764  ---------              35.67360   127.14140     63.20     85.61    218.9   63.0   86.0  2015.07.13.00:00
000765  000765  ---------              34.89240   127.13450     63.32     68.57    116.3   63.0   69.0  2015.07.13.00:00
000766  000766  ---------              34.84950   127.71500     73.74     67.81     67.4   74.0   68.0  2013.10.01.00:01
000767  000767  ---------              34.58860   127.39750     68.15     62.00     12.0   68.0   62.0  2012.12.18.17:55
000768  000768  ---------              35.28900   127.28900     65.95     77.26    100.0   66.0   77.0  2015.07.13.00:00
000769  000769  ---------              35.19930   126.38340     49.84     75.14      3.2   50.0   75.0  2015.07.13.00:00
000770  000770  ---------              34.94740   126.82780     57.82     69.70     73.3   58.0   70.0  2012.11.28.15:45
000771  000771  ---------              34.72690   126.14460     45.60     64.81      3.6   46.0   65.0  2012.11.30.17:08
000772  000772  ---------              34.53190   126.23940     47.31     60.55      1.0   47.0   61.0  2015.07.13.00:00
000773  000773  ---------              34.70860   126.63600     54.42     64.45     99.1   54.0   64.0  2013.11.13.16:43
000774  000774  ---------              34.81750   126.46620     51.36     66.81     10.8   51.0   67.0  2013.06.26.20:12
000775  000775  ---------              35.17750   126.64470     54.50     74.69     38.1   54.0   75.0  2015.12.24.00:01
000776  000776  ---------              34.46670   126.55310     52.97     59.15     22.1   53.0   59.0  2015.07.31.15:10
000777  000777  ---------              34.55640   126.93470     59.83     61.18     37.1   60.0   61.0  2015.12.21.00:00
000778  000778  ---------              34.79595   126.82181     57.74     66.39     94.0   58.0   66.0  2015.07.13.00:00
000779  000779  ---------              33.41052   126.26726     47.90     35.99     21.6   48.0   36.0  2015.07.13.00:00
000780  000780  ---------              33.27996   126.72083     56.23     33.18     17.2   56.0   33.0  2015.07.13.00:00
000781  000781  ---------              33.51990   126.87770     59.05     38.47     18.0   59.0   38.0  2015.07.13.00:00
000782  000782  ---------              33.38520   126.61950     54.35     35.47    763.4   54.0   35.0  2012.12.26.17:28
000783  000783  ---------              35.23026   126.84076     57.98     75.88     32.4   58.0   76.0  2008.12.19.00:01
000784  000784  ---------              34.87710   126.61260     53.98     68.13     20.2   54.0   68.0  2014.12.12.17:11
000785  000785  ---------              34.47310   126.68270     55.31     59.31     22.0   55.0   59.0  2015.07.13.00:00
000786  000786  ---------              34.62000   127.72000     73.94     62.80      8.0   74.0   63.0  1995.02.03.00:00
000787  000787  ---------              34.45223   127.33245     67.03     59.00    140.2   67.0   59.0  2007.08.08.18:00
000788  000788  ---------              35.13434   126.87709     58.65     73.79     63.0   59.0   74.0  2007.08.30.18:00
000789  000789  ---------              34.87640   126.29330     48.26     68.08     12.0   48.0   68.0  2015.12.24.00:01
000790  000790  ---------              34.53260   127.46740     69.43     60.80    136.0   69.0   61.0  2013.12.03.16:36
000791  000791  ---------              35.26620   127.58379     71.21     76.86    413.2   71.0   77.0  2015.07.13.00:00
000792  000792  ---------              33.35360   126.81682     57.98     34.81     77.2   58.0   35.0  2015.07.13.00:00
000793  000793  ---------              33.21668   126.25000     47.59     31.73     11.4   48.0   32.0  2015.07.13.00:00
000794  000794  ---------              35.10138   127.42708     68.48     73.21     79.6   68.0   73.0  2015.07.13.00:00
000795  000795  ---------              35.27530   127.13900     63.28     76.92     83.9   63.0   77.0  2015.07.13.00:00
000796  000796  ---------              34.23775   127.24476     65.52     54.29     38.0   66.0   54.0  2004.10.30.00:00
000797  000797  ---------              34.39498   125.29953     30.36     57.61     35.6   30.0   58.0  2004.11.17.19:00
000798  000798  ---------              34.66670   125.18330     28.32     63.57     22.0   28.0   64.0  1999.06.14.21:00
000799  000799  ---------              35.20218   126.13762     45.45     75.19     12.0   45.0   75.0  2015.07.13.00:00
000800  000800  ---------              36.66670   129.43100    102.79    108.35     11.0  103.0  108.0  2015.07.13.00:00
000801  000801  ---------              36.62500   129.08800     96.85    107.21    215.0   97.0  107.0  2015.07.13.00:00
000802  000802  ---------              36.75740   129.34010    101.12    110.26    141.2  101.0  110.0  2015.07.13.00:00
000803  000803  ---------              36.39400   128.81149     92.21    102.01    215.0   92.0  102.0  2012.12.05.16:07
000804  000804  ---------              36.19957   129.33798    101.59     98.14     59.9  102.0   98.0  1990.08.27.00:00
000805  000805  ---------              36.16021   129.09575     97.37     97.11    223.4   97.0   97.0  1990.07.04.00:00
000806  000806  ---------              36.23337   128.29031     83.19     98.23     38.4   83.0   98.0  2015.07.13.00:00
000807  000807  ---------              36.17940   128.69310     90.29     97.27    112.0   90.0   97.0  2015.07.13.00:00
000808  000808  ---------              36.07590   129.56670    105.72     95.62     11.0  106.0   96.0  2012.11.23.19:07
000809  000809  ---------              35.91794   127.96891     77.72     91.21    235.7   78.0   91.0  2015.07.13.00:00
000810  000810  ---------              35.92530   128.29781     83.51     91.53     33.0   84.0   92.0  2015.07.13.00:00
000811  000811  ---------              35.86300   129.20930     99.63     90.72     33.6  100.0   91.0  2011.03.11.00:00
000812  000812  ---------              35.69604   128.28214     83.38     86.53     41.5   83.0   87.0  2005.11.07.14:39
000813  000813  ---------              35.65405   128.73183     91.36     85.86     76.3   91.0   86.0  2009.11.11.15:00
000814  000814  ---------              36.97920   128.66110     89.15    114.63    300.0   89.0  115.0  2012.11.21.15:34
000815  000815  ---------              36.66002   128.46440     85.95    107.59    100.9   86.0  108.0  2015.07.13.00:00
000816  000816  ---------              35.98310   129.54750    105.47     93.59     42.4  105.0   94.0  2011.10.12.18:55
000817  000817  ---------              36.78270   129.22141     99.04    110.72    390.0   99.0  111.0  2015.07.13.00:00
000818  000818  ---------              36.70740   128.14760     80.41    108.46    230.0   80.0  108.0  2015.07.13.00:00
000819  000819  ---------              36.65890   128.88640     93.31    107.81    207.0   93.0  108.0  2011.09.21.19:41
000820  000820  ---------              36.54810   128.52670     87.12    105.19     77.0   87.0  105.0  2012.11.20.17:56
000821  000821  ---------              36.28190   128.07390     79.36     99.18     94.0   79.0   99.0  2015.07.13.00:00
000822  000822  ---------              36.08128   128.10164     79.96     94.83     83.3   80.0   95.0  2015.07.13.00:00
000823  000823  ---------              36.24934   128.55577     87.83     98.71     82.4   88.0   99.0  2015.07.13.00:00
000824  000824  ---------              36.08600   128.53896     87.65     95.15    121.6   88.0   95.0  2015.07.13.00:00
000825  000825  ---------              36.03680   128.38350     84.95     94.00     29.4   85.0   94.0  2015.07.13.00:00
000826  000826  ---------              36.04410   128.79230     92.13     94.39    126.2   92.0   94.0  2011.07.01.11:58
000827  000827  ---------              35.82420   128.74280     91.43     89.57     63.0   91.0   90.0  2012.12.04.13:53
000828  000828  ---------              35.69060   128.42329     85.88     86.48     17.0   86.0   86.0  2015.12.24.00:01
000829  000829  ---------              35.71210   129.31821    101.68     87.52     73.0  102.0   88.0  2012.05.03.19:58
000830  000830  ---------              36.06820   129.19940     99.27     95.18     45.0   99.0   95.0  2013.05.30.16:41
000831  000831  ---------              37.04010   128.99760     94.94    116.16    674.0   95.0  116.0  2015.07.13.00:00
000832  000832  ---------              36.38690   128.43970     85.71    101.64     61.0   86.0  102.0  2013.11.24.13:54
000833  000833  ---------              36.53822   128.04185     78.66    104.74    176.0   79.0  105.0  2015.07.13.00:00
000834  000834  ---------              36.44120   127.93440     76.83    102.58    300.0   77.0  103.0  2015.07.13.00:00
000835  000835  ---------              36.87013   128.75346     90.83    112.32    301.5   91.0  112.0  2015.07.13.00:00
000836  000836  ---------              36.28030   128.89880     93.82     99.59    326.0   94.0  100.0  2013.12.09.17:19
000837  000837  ---------              36.82680   128.64290     88.95    111.31    188.8   89.0  111.0  2010.11.23.15:19
000838  000838  ---------              36.79050   128.27071     82.50    110.32    450.0   82.0  110.0  2015.07.13.00:00
000839  000839  ---------              36.45830   128.89560     93.63    103.46    130.0   94.0  103.0  2012.06.21.15:22
000840  000840  ---------              35.91250   128.81441     92.62     91.54     71.0   93.0   92.0  2012.11.27.17:52
000841  000841  ---------              36.08490   128.91110     94.19     95.35    134.4   94.0   95.0  2011.11.11.15:35
000842  000842  ---------              35.75750   129.01089     96.21     88.29    170.1   96.0   88.0  2014.07.30.17:45
000843  000843  ---------              36.93590   129.25011     99.40    114.07    226.0   99.0  114.0  2015.11.20.00:01
000844  000844  ---------              36.43540   129.35851    101.74    103.28     23.0  102.0  103.0  2015.07.13.00:00
000845  000845  ---------              35.90840   128.59070     88.68     91.32     28.0   89.0   91.0  2015.11.13.00:01
000846  000846  ---------              35.86500   128.53101     87.66     90.34     65.0   88.0   90.0  2011.12.16.14:42
000847  000847  ---------              36.27626   128.46648     86.25     99.25     68.3   86.0   99.0  2015.07.13.00:00
000848  000848  ---------              35.67910   128.89529     94.23     86.51    104.0   94.0   87.0  2011.12.09.15:46
000849  000849  ---------              36.54679   128.38705     84.68    105.09     80.0   85.0  105.0  2015.07.13.00:00
000850  000850  ---------              35.78460   129.49060    104.66     89.23      2.7  105.0   89.0  2011.12.16.16:10
000851  000851  ---------              37.05136   129.35207    101.06    116.64     75.2  101.0  117.0  2015.07.13.00:00
000852  000852  ---------              37.06063   129.42575    102.33    116.90     41.0  102.0  117.0  2015.07.13.00:00
000853  000853  ---------              36.01816   128.62148     89.15     93.72    571.6   89.0   94.0  2004.11.02.00:00
000854  000854  ---------              35.49540   129.13370     98.61     82.67    160.0   99.0   83.0  2013.12.05.14:59
000855  000855  ---------              33.16637   126.27354     48.03     30.63     12.2   48.0   31.0  2015.07.13.00:00
000856  000856  ---------              35.10180   127.59810     71.53     73.28    515.0   72.0   73.0  2015.07.13.00:00
000857  000857  ---------              34.30000   126.71730     55.97     55.53      4.4   56.0   56.0  2015.07.13.00:00
000858  000858  ---------              34.42960   126.17000     46.07     58.31     37.5   46.0   58.0  2015.07.13.00:00
000859  000859  ---------              35.76128   129.36575    102.48     88.62    341.4  102.0   89.0  2002.12.16.12:00
000860  000860  ---------              35.88515   128.61903     89.20     90.83     64.1   89.0   91.0  2015.06.12.00:00
000861  000861  ---------              33.56205   126.77892     57.24     39.38      4.0   57.0   39.0  2015.12.01.00:01
000862  000862  ---------              33.52793   126.76981     57.08     38.63     82.0   57.0   39.0  2015.12.01.00:01
000863  000863  ---------              33.49101   126.45955     51.41     37.77     89.0   51.0   38.0  2015.12.01.00:01
000864  000864  ---------              35.82150   127.15496     63.40     88.83     53.4   63.0   89.0  2015.07.01.00:00
000865  000865  ---------              33.46270   126.51910     52.50     37.16    210.0   53.0   37.0  2015.12.01.00:01
000866  000866  ---------              33.43108   126.59700     53.93     36.47    588.0   54.0   36.0  2015.12.01.00:01
000867  000867  ---------              33.37281   126.52508     52.62     35.19   1484.0   53.0   35.0  2015.12.01.00:01
000868  000868  ---------              33.35760   126.49990     52.16     34.85   1391.0   52.0   35.0  2015.12.01.00:01
000869  000869  ---------              33.34859   126.49696     52.11     34.65   1238.0   52.0   35.0  2015.12.01.00:01
000870  000870  ---------              33.36978   126.55572     53.19     35.12   1489.4   53.0   35.0  2010.11.22.15:17
000871  000871  ---------              33.36239   126.51804     52.50     34.96   1672.5   52.0   35.0  2010.12.02.12:35
000872  000872  ---------              35.31913   127.75629     74.25     78.08    864.7   74.0   78.0  2015.07.13.00:00
000873  000873  ---------              37.25570   127.97023     77.02    120.28    898.3   77.0  120.0  2015.07.13.00:00
000874  000874  ---------              38.22100   127.20530     63.50    140.94    206.6   64.0  141.0  2015.07.13.00:00
000875  000875  ---------              38.12106   128.46057     84.91    139.27   1595.7   85.0  139.0  2015.07.13.00:00
000876  000876  ---------              37.45340   129.16820     97.53    125.23     67.6   98.0  125.0  2015.07.13.00:00
000877  000877  ---------              37.31340   127.80480     74.14    121.47     85.0   74.0  121.0  2015.07.13.00:00
000878  000878  ---------              37.22379   129.09608     96.49    120.21    814.2   96.0  120.0  2015.07.13.00:00
000879  000879  ---------              37.66100   128.67940     88.97    129.42    852.2   89.0  129.0  2015.07.13.00:00
000880  000880  ---------              33.32972   126.32098     48.89     34.22    314.0   49.0   34.0  2015.12.01.00:01
000881  000881  ---------              35.73016   126.52954     52.37     86.73      9.6   52.0   87.0  2015.07.13.00:00
000882  000882  ---------              35.25177   126.60420     53.76     76.31    107.7   54.0   76.0  2007.09.14.18:00
000883  000883  ---------              33.31258   126.34903     49.40     33.85    345.0   49.0   34.0  2015.12.01.00:01
000884  000884  ---------              33.25930   126.51760     52.50     32.69    177.6   53.0   33.0  2015.07.13.00:00
000885  000885  ---------              33.33147   126.67840     55.44     34.30    246.3   55.0   34.0  2015.07.13.00:00
000886  000886  ---------              35.95040   126.59110     53.42     91.53     10.0   53.0   92.0  2015.07.13.00:00
000887  000887  ChejongSi              36.50310   127.29020     65.55    103.70     33.1   66.0  104.0  2014.06.20.16:56
000888  000888  ---------              36.46290   127.49110     69.07    102.89     92.0   69.0  103.0  2012.08.10.00:00
000889  000889  ---------              37.50040   126.97650     59.80    125.27     17.0   60.0  125.0  2012.11.12.00:00
000890  000890  ---------              33.31559   126.63576     54.66     33.94    276.0   55.0   34.0  2015.12.01.00:01
000891  000891  ---------              33.28775   126.42275     50.76     33.31    397.0   51.0   33.0  2015.12.01.00:01
000900  000900  ---------              35.62020   129.14330     98.67     85.39    123.0   99.0   85.0  2014.09.01.00:00
000901  000901  ---------              35.48650   129.43559    103.97     82.69     83.0  104.0   83.0  2011.11.22.18:39
000902  000902  ---------              35.24240   127.81870     75.40     76.43    186.0   75.0   76.0  2015.07.13.00:00
000903  000903  ---------              35.40387   128.51486     87.69     80.29     13.7   88.0   80.0  2010.04.02.00:01
000904  000904  ---------              35.13700   128.96750     95.95     74.74      4.3   96.0   75.0  2015.09.07.16:41
000905  000905  ---------              35.44140   129.04289     97.04     81.43     84.0   97.0   81.0  2013.12.04.15:10
000906  000906  ---------              35.23220   127.64280     72.27     76.14     91.0   72.0   76.0  2015.07.13.00:00
000907  000907  ---------              34.92895   128.05971     79.87     69.69     23.2   80.0   70.0  2015.07.13.00:00
000908  000908  ---------              35.11220   128.75369     92.15     74.07     10.0   92.0   74.0  2013.10.15.14:44
000909  000909  ---------              34.78774   128.73824     92.12     66.98    111.5   92.0   67.0  2015.07.13.00:00
000910  000910  ---------              35.06608   129.07420     97.91     73.27    137.9   98.0   73.0  2010.07.23.00:00
000911  000911  ---------              34.64800   128.57719     89.33     63.83     69.0   89.0   64.0  2015.07.13.00:00
000912  000912  ---------              35.52627   127.77834     74.55     82.60    139.4   75.0   83.0  2015.07.13.00:00
000913  000913  ---------              34.72379   127.98535     78.65     65.18     22.0   79.0   65.0  2015.07.13.00:00
000914  000914  ---------              35.63760   127.73220     73.68     85.01    352.1   74.0   85.0  2015.07.13.00:00
000915  000915  ---------              35.41370   128.10201     80.35     80.29     83.8   80.0   80.0  2015.07.13.00:00
000916  000916  ---------              35.31110   127.96692     78.01     77.99     56.2   78.0   78.0  2015.07.13.00:00
000917  000917  ---------              35.03695   128.06767     79.95     72.06     23.5   80.0   72.0  2015.07.13.00:00
000918  000918  ---------              34.99050   128.33090     84.69     71.17     11.0   85.0   71.0  2015.07.13.00:00
000919  000919  ---------              35.55217   128.47588     86.90     83.50     24.3   87.0   83.0  2007.09.10.17:00
000920  000920  ---------              35.29630   128.39920     85.71     77.88     10.0   86.0   78.0  2013.10.15.15:15
000921  000921  ---------              34.99310   128.83141     93.63     71.52     73.3   94.0   72.0  2011.08.03.18:19
000922  000922  ---------              35.48640   128.92940     94.99     82.33    138.4   95.0   82.0  2013.12.19.15:43
000923  000923  ---------              35.27500   129.25110    100.88     77.95     65.0  101.0   78.0  2011.09.22.17:45
000924  000924  ---------              35.35867   129.36029    102.75     79.85     24.0  103.0   80.0  1992.12.28.00:00
000925  000925  ---------              35.37440   128.82300     93.19     79.83     12.4   93.0   80.0  2013.12.07.10:16
000926  000926  ---------              35.11489   128.46182     86.94     73.96     25.6   87.0   74.0  2010.07.22.00:00
000927  000927  ---------              35.58230   128.88380     94.11     84.39    127.0   94.0   84.0  2012.12.06.16:16
000929  000929  ---------              35.11360   128.30690     84.18     73.84    130.1   84.0   74.0  2015.12.26.00:01
000930  000930  ---------              34.81010   128.23750     83.13     67.19      6.0   83.0   67.0  2015.07.13.00:00
000931  000931  ---------              34.61920   128.27589     83.93     63.04     80.0   84.0   63.0  2015.07.13.00:00
000932  000932  ---------              35.06030   127.76640     74.56     72.44      8.0   75.0   72.0  2015.12.24.00:01
000933  000933  ---------              34.99660   127.83240     75.77     71.07     43.0   76.0   71.0  2015.07.13.00:00
000934  000934  ---------              35.22170   127.92840     77.37     76.02    132.0   77.0   76.0  2015.07.13.00:00
000935  000935  ---------              35.56980   128.34113     84.50     83.81     22.1   85.0   84.0  2015.07.13.00:00
000936  000936  ---------              35.33264   128.20227     82.18     78.57     61.9   82.0   79.0  2011.03.11.00:00
000937  000937  ---------              35.17610   129.16235     99.39     75.73     63.0   99.0   76.0  2010.06.29.00:00
000938  000938  ---------              35.15890   129.01920     96.85     75.26    114.0   97.0   75.0  2012.12.07.13:36
000939  000939  ---------              35.29320   129.10350     98.24     78.24     53.1   98.0   78.0  2014.04.03.17:32
000940  000940  ---------              35.20919   129.09010     98.07     76.40     71.5   98.0   76.0  2014.11.14.00:01
000941  000941  ---------              35.21300   129.00259     96.51     76.42      5.5   97.0   76.0  2015.10.01.00:01
000942  000942  ---------              35.13501   129.10445     98.39     74.79     14.9   98.0   75.0  2009.05.15.16:59
000943  000943  ---------              35.66722   129.37531    102.73     86.58    473.0  103.0   87.0  2015.07.29.20:31
000944  000944  ---------              35.38530   128.57060     88.70     79.91     23.0   89.0   80.0  2012.10.05.12:50
000945  000945  ---------              35.53450   127.99000     78.30     82.87    226.9   78.0   83.0  2015.07.13.00:00
000946  000946  ---------              35.77980   127.81830     75.13     88.14    324.9   75.0   88.0  2015.07.13.00:00
000947  000947  ---------              34.72200   128.59081     89.52     65.45     31.0   90.0   65.0  2015.07.13.00:00
000948  000948  ---------              35.31060   127.83580     75.67     77.92    139.4   76.0   78.0  2015.12.09.00:01
000949  000949  ---------              35.63750   129.44099    103.92     85.99      8.0  104.0   86.0  2012.12.20.14:06
000950  000950  ---------              35.09010   128.98380     96.28     73.73    127.0   96.0   74.0  2011.12.08.17:24
000951  000951  ---------              35.50866   126.90733     59.10     81.96    107.8   59.0   82.0  2015.07.13.00:00
000953  000953  ---------              34.99850   128.67960     90.91     71.54     33.0   91.0   72.0  2015.07.13.00:00
000954  000954  ---------              35.43100   129.36011    102.68     81.43     59.4  103.0   81.0  2010.11.24.14:51
000955  000955  ---------              37.32500   126.39333     49.79    121.38     11.0   50.0  121.0  2001.12.23.16:00
000956  000956  ---------              36.76972   125.97639     42.59    109.31     17.0   43.0  109.0  2001.12.23.16:00
000957  000957  ---------              35.98667   126.22500     46.96     92.29     91.0   47.0   92.0  2003.10.06.12:00
000958  000958  ---------              35.61333   126.24500     47.34     84.16     14.0   47.0   84.0  2003.10.06.12:00
000959  000959  ---------              34.26333   126.02666     43.48     54.67     14.0   43.0   55.0  2003.10.06.12:00
000960  000960  Jiguido                33.22556   126.65417     55.02     31.97     22.0   55.0   32.0  2004.12.10.17:00
000961  000961  Ganyoam                34.33000   127.95000     78.23     56.56     10.9   78.0   57.0  2008.03.14.00:00
000962  000962  Gwangan                35.13170   129.13580     98.95     74.74     10.0   99.0   75.0  2008.03.14.00:00
000963  000963  Idukseo                35.56670   129.47501    104.59     84.47     16.0  105.0   84.0  2015.06.09.00:00
000966  000966  ---------              37.11610   126.38560     49.67    116.85     38.0   50.0  117.0  2012.11.15.00:00
000967  000967  ---------              37.11890   126.61280     53.61    116.94     70.0   54.0  117.0  2012.11.15.00:00
000968  000968  ---------              35.08100   129.04500     97.38     73.57     78.6   97.0   74.0  2013.06.01.00:01
000969  000969  ---------              35.09100   129.12700     98.83     73.85     37.7   99.0   74.0  2013.06.01.00:01
000970  000970  ---------              38.20140   127.25020     64.27    140.53    181.0   64.0  141.0  2015.07.13.00:00
000971  000971  ---------              37.26950   126.98750     60.05    120.27     33.6   60.0  120.0  2003.08.06.14:45
000972  000972  ---------              36.54990   128.68300     89.84    105.32     89.0   90.0  105.0  2011.09.09.17:47
000973  000973  ---------              35.07190   127.24120     65.17     72.51     74.4   65.0   73.0  2015.07.13.00:00
000974  000974  ---------              35.24390   128.15469     81.39     76.61     22.0   81.0   77.0  2015.07.13.00:00
000975  000975  ---------              35.94500   126.99430     60.53     91.48     15.0   61.0   91.0  2011.06.20.17:58
000977  000977  ---------              36.63633   127.44280     68.16    106.64     56.4   68.0  107.0  2006.08.02.11:03
000978  000978  ---------              37.90261   127.73784     72.71    134.21     76.8   73.0  134.0  2006.08.07.00:00
000979  000979  ---------              36.77370   126.49590     51.63    109.43     25.9   52.0  109.0  2015.07.13.00:00
000980  000980  ---------              33.24612   126.56533     53.38     32.41     50.5   53.0   32.0  2015.07.13.00:00
000981  000981  ---------              34.76330   127.21230     64.76     65.77      2.8   65.0   66.0  2010.02.08.00:00
