DFS_SHRT_INF_BEST_BLND_REH 58 2 >
DFS_SHRT_INF_BEST_BLND_T3H 58 2 >
DFS_SHRT_INF_BEST_BLND_TMN 82 2 >
DFS_SHRT_INF_BEST_BLND_TMX 82 2 >
DFS_SHRT_STN_BEST_BLND_REH 75386 1 ==
DFS_SHRT_STN_BEST_BLND_T3H 75386 1 ==
DFS_SHRT_STN_BEST_BLND_TMN 12722 1 ==
DFS_SHRT_STN_BEST_BLND_TMX 12722 1 ==
